package_name,usage_count,versions
@typescript-eslint/eslint-plugin-internal,1,workspace:^
@typescript-eslint/experimental-utils,1,^5.62.0
@typescript-eslint/typescript-estree,1,workspace:^
@uiw/codemirror-theme-github,1,^4.23.10
@unicode/unicode-17.0.0,1,^1.6.14
@unocss/eslint-plugin,1,^0.62.3
@unocss/preset-uno,1,^0.61.3
@unocss/reset,1,^0.61.3
@unocss/svelte-scoped,1,^0.56.1
@unocss/transformer-compile-class,1,^0.61.3
@unocss/transformer-directives,1,^0.61.3
@unocss/transformer-variant-group,1,^0.61.3
@uploadthing/svelte,1,^7.3.3
@uppy/dashboard,1,^4.3.4
@uppy/image-editor,1,^3.3.3
@uppy/remote-sources,1,^2.3.4
@uppy/svelte,1,^4.5.0
@uppy/transloadit,1,^3.3.2
@uppy/webcam,1,^4.2.1
@upstash/redis,1,^1.36.0
@useautumn/convex,1,^0.0.12
@valibot/i18n,1,1.0.0
@vanilla-extract/css,1,^1.9.2
@vanilla-extract/recipes,1,^0.3.0
@vanilla-extract/sprinkles,1,^1.5.1
@vanilla-extract/vite-plugin,1,^3.7.0
@vanilla-extract/webpack-plugin,1,^2.2.0
@vavite/node-loader,1,^3.0.0
@vcarl/remark-headings,1,^0.0.1
@vercel/blob,1,^0.3.2
@vercel/edge-config,1,^1.4.0
@vercel/functions,1,^3.3.4
@vercel/postgres,1,0.1.0-canary.5
@vercel/toolbar,1,^0.1.20
@victorioberra/trianglify-browser,1,^4.1.1
@vincjo/datatables,1,^2.7.0
@vitejs/plugin-react-swc,1,3.11.0
@vitejs/release-scripts,1,^1.3.1
@vitest/browser-preview,1,^4.0.8
@vitest/coverage-c8,1,^0.29.7
@vscode/test-cli,1,^0.0.10
@vscode/test-electron,1,^2.4.1
@vscode/vsce,1,^3.2.1
@vue/cli-plugin-eslint,1,^4.5.13
@vue/eslint-config-prettier,1,^7.0.0
@vue/eslint-config-typescript,1,^11.0.0
@vue/reactivity,1,^3.5.6
@vue/tsconfig,1,^0.1.3
@vueuse/core,1,^14.0.0
@webassemblyjs/ast,1,^1.12.1
@webassemblyjs/wasm-edit,1,^1.12.1
@webassemblyjs/wasm-parser,1,^1.12.1
@webextension-toolbox/webextension-toolbox,1,^5.2.2
@widgetbot/react-embed,1,^1.4.0
@workos-inc/authkit-react,1,^0.12.0
@wyw-in-js/vite,1,^0.7.0
@xterm/addon-fit,1,0.10.0
@xterm/xterm,1,5.5.0
@xyflow/react,1,^12.9.0
@yarnpkg/types,1,^4.0.0
@zerodevx/svelte-toast,1,^0.9.6
abab,1,^2.0.3
abbrev,1,^2.0.0
abort-controller,1,^3.0.0
acorn-class-fields,1,^1.0.0
acorn-globals,1,^6.0.0
acorn-import-assertions,1,^1.9.0
acorn-stage3,1,^4.0.0
acorn-static-class-features,1,^1.0.0
acorn-typescript,1,^1.4.13
acorn-walk,1,^7.1.1
action-deploy-docs,1,github:sveltejs/action-deploy-docs#main
add-cors-to-couchdb,1,0.0.4
aggregate-error,1,^5.0.0
ajv-formats-draft2019,1,^1.6.1
analytics,1,^0.8.14
animejs,1,^2.0.2
apache-arrow,1,^21.0.0
archy,1,~1.0.0
argon2,1,^0.44.0
aria-query,1,^5.1.3
arktype,1,^2.1.29
arr-map,1,^2.0.0
array-back,1,^6.2.2
array-includes,1,^3.1.6
array.prototype.flat,1,^1.3.1
array.prototype.flatmap,1,^1.3.0
arson,1,^0.2.6
assemblyscript,1,^0.27.22
astring,1,^1.4.1
astro-auto-import,1,^0.4.4
astro-og-canvas,1,^0.5.5
astro-tweet,1,^0.0.4
astw,1,*
async,1,^2.4.0
atmn,1,^0.0.24
aurelia-bundler,1,^0.3.0
aurelia-tools,1,^0.1.18
auto-changelog,1,2.5.0
autumn-js,1,^0.1.39
aws4,1,^1.13.2
axe-playwright,1,^2.0.1
axobject-query,1,^3.1.1
babel-jscs,1,^2.0.4
babel-plugin-add-import-extension,1,^1.3.0
babel-plugin-add-module-exports,1,0.1.2
babel-plugin-annotate-pure-calls,1,^0.4.0
babel-plugin-dev-expression,1,^0.2.2
babel-plugin-inline-replace-variables,1,^1.3.1
babel-plugin-istanbul,1,^4.1.6
babel-plugin-jsx-dom-expressions,1,^0.37.8
babel-plugin-styled-components,1,^2.1.4
babel-plugin-syntax-flow,1,^6.5.0
babel-plugin-syntax-trailing-function-commas,1,^6.5.0
babel-plugin-tester,1,^10.1.0
babel-plugin-transform-class-properties,1,^6.24.1
babel-plugin-transform-decorators-legacy,1,^1.3.4
babel-plugin-transform-es2015-modules-amd,1,^6.6.5
babel-plugin-transform-es2015-modules-systemjs,1,^6.6.5
babel-plugin-transform-flow-strip-types,1,^6.7.0
babel-plugin-transform-inline-environment-variables,1,^0.4.3
babel-plugin-transform-modern-regexp,1,0.0.6
babel-plugin-transform-rename-import,1,^2.3.0
babel-polyfill,1,^6.3.14
babel-preset-airbnb,1,^2.6.0
babel-preset-es2015-loose,1,^7.0.0
babel-preset-es2015-loose-rollup,1,^7.0.0
babel-preset-es2015-rollup,1,^1.1.1
babel-preset-flow,1,^6.23.0
babel-preset-solid,1,^1.9.9
babel-preset-stage-0,1,^6.3.13
babel-preset-stage-1,1,^6.5.0
babel-register,1,^6.26.0
babylon,1,^6.18.0
babylonjs,1,^5.57.1
babylonjs-loaders,1,^5.57.1
bad-words,1,^4.0.0
bad-words-next,1,^2.3.1
badge-maker,1,^3.3.1
base-64,1,^1.0.0
base-x,1,^4.0.0
bcrypt,1,^5.1.1
bcryptjs,1,^2.4.3
beercss,1,3.6.13
bench,1,^0.3.6
benchpress,1,^2.0.0-alpha.26
better-assert,1,~0.1.0
better-svelte-email,1,^0.3.6
bignumber,1,latest
body-parser,1,^2.2.0
bootstrap-styl,1,^5.0.9
bootstrap.native,1,^5.1.6
bowser,1,^2.11.0
brace,1,^0.11.1
brotli-size-cli,1,^1.0.0
browser-style-dictionary,1,3.1.1-browser.2
browser-ui-test,1,^0.21.1
bson-objectid,1,^2.0.4
buble,1,^0.12.5
bump,1,1.0.0-next.1
bun,1,^1.1.17
bundle-loader,1,^0.5.6
byte-data,1,^19.0.1
cacache,1,^18.0.3
cachewrap,1,^0.0.1
camelcase,1,^6.1.0
canvas,1,^3.1.2
canvas-confetti,1,^1.6.0
canvas-dither,1,^1.0.1
canvaskit-wasm,1,^0.39.1
carbon-components,1,10.58.12
carbon-components-svelte,1,0.89.7
carbon-icons-svelte,1,^13.7.0
carbon-preprocess-svelte,1,latest
cb2promise,1,^1.0.2
cerebral,1,^0.28.2
cerebral-model-baobab,1,^0.4.5
cerebral-react,1,^0.9.0
cerebral-router,1,^0.8.0
chance,1,^1.1.6
changelogithub,1,^14.0.0
check-dependency-version-consistency,1,^5.0.0
checkly,1,latest
chess.js,1,^0.12.0
chessground,1,^8.1.7
chrome-trace-event,1,^1.0.2
chromedriver,1,^85.0.0
ci-info,1,^4.0.0
clang-format,1,^1.2.4
cli-columns,1,^4.0.0
cli-highlight,1,^2.1.11
cli-table,1,^0.3.1
cli-table3,1,^0.6.4
client-zip,1,^2.5.0
clone,1,~1.0.2
cobe,1,^0.6.3
codecov.io,1,^0.1.6
coffee-loader,1,^1.0.0
coffeeify,1,*
cogo-toast,1,^4.2.3
commitizen,1,^4.2.4
commitlint,1,^19.8.0
component,1,~0.19.8
component-emitter,1,1.1.2
component-istanbul,1,*
component-test,1,Swatinem/component-test
compostate,1,0.5.1
configent,1,^3.0.0
connect,1,^3.6.5
console-fail-test,1,^0.5.0
console.table,1,^0.10.0
consolite,1,^0.3.12
content-type,1,^1.0.5
conventional-changelog,1,0.0.11
convex-svelte,1,^0.0.11
cookiejar,1,2.0.1
cookies,1,^0.8.0
copy-webpack-plugin,1,^13.0.0
cordova-res,1,^0.15.4
corsproxy,1,0.2.14
cosmiconfig,1,^9.0.0
cpx,1,^1.2.1
cpx2,1,^8.0.0
cpy,1,12.0.1
cpy-cli,1,^3.1.1
cradle,1,latest
create-vite,1,8.2.0
croner,1,^7.0.5
cross-fetch,1,^4.0.0
cross-spawn,1,^7.0.5
crypto-js,1,^4.2.0
cryptr,1,^6.2.0
css,1,^3.0.0
css-select,1,5.1.0
css-to-string-loader,1,^0.1.3
css-what,1,^6.1.0
cssnano-preset-advanced,1,^5.1.4
cssnano-preset-lite,1,^4.0.4
cssom,1,^0.4.4
cssstyle,1,^2.2.0
csv-parse,1,^5.5.3
csv-parser,1,^3.0.0
ctype,1,latest
cucumber,1,0.5.x
culori,1,4.0.2
cursor-effects,1,^1.0.17
cypress-map,1,^1.46.0
cypress-plugin-steps,1,^1.1.1
d3,1,^7.0.4
d3-color,1,^3.1.0
d3-fetch,1,^3.0.1
d3-force,1,^3.0.0
d3-format,1,^3.1.0
d3-geo,1,^3.1.1
d3-hierarchy,1,^3.0.1
d3-interpolate,1,^3.0.1
d3-path,1,^3.1.0
d3-quadtree,1,^3.0.1
d3-random,1,^3.0.1
d3-scale-chromatic,1,^3.1.0
d3-time,1,^3.1.0
danger-plugin-todos,1,^1.3.1
data-urls,1,^2.0.0
date-picker-svelte,1,^2.15.1
decache,1,^4.6.2
deepmerge-ts,1,^7.1.5
degit,1,^2.8.4
denodeify,1,1.2.1
denque,1,^2.1.0
dependency-cruiser,1,^15.3.0
dependency-version-badge,1,^1.11.0
detect-port,1,^1.5.1
detox,1,12.2.0
dexie,1,^3.2.3
didyoumean,1,^1.2.1
didyoumean2,1,^3.1.2
dir-glob,1,^3.0.1
discord.js,1,^13.6.0
dlv,1,^1.1.0
dns2,1,^2.1.0
docsify-cli,1,^4.3.0
doctrine,1,^2.1.0
documentation,1,^13.2.5
dom-expressions,1,0.37.8
domexception,1,^2.0.1
dotenv-checker,1,1.1.5
dotenv-webpack,1,^7.0.0
drizzle-orm-old,1,npm:drizzle-orm@^0.27.2
duplexify,1,^4.0.0
eases,1,^1.0.8
editorconfig-checker,1,^6.1.0
ejs,1,^3.1.10
electron-devtools-installer,1,2.2.3
electron-log,1,^5.4.2
electron-to-chromium,1,^1.4.212
elysia,1,^1.3.2
emailjs,1,^4.0.3
embla-carousel-react,1,^8.6.0
emnapi,1,1.3.1
emoji-regex,1,^10.3.0
env-cmd,1,^10.1.0
error-stack-parser,1,^2.0.6
es-check,1,^6.2.1
es5-ext,1,^0.10.53
es5-shim,1,4.1.14
es6-object-assign,1,^1.0.2
es6-promise-polyfill,1,^1.2.0
es6-shim,1,^0.35.8
escape-html,1,^1.0.3
escope,1,^3.6.0
eslint-config-angular,1,^0.5.0
eslint-config-apiconnect,1,^2.0.1
eslint-config-ember,1,^0.3.0
eslint-config-fb-strict,1,24.3.0
eslint-config-google,1,^0.7.1
eslint-config-hapi,1,^10.0.0
eslint-config-jquery,1,^1.0.1
eslint-config-loopback,1,^8.0.0
eslint-config-next,1,^12.1.0
eslint-config-nightmare-mode,1,^2.3.0
eslint-config-semistandard,1,^11.0.0
eslint-config-simplifield,1,^5.0.1
eslint-config-standard,1,^10.0.0
eslint-config-standard-jsx,1,^4.0.0
eslint-config-standard-react,1,^5.0.0
eslint-config-strongloop,1,^2.1.0
eslint-find-rules,1,^3.4.0
eslint-flat-config-utils,1,2.0.1
eslint-import-resolver-alias,1,^1.1.2
eslint-import-test-order-redirect,1,file:./tests/files/order-redirect
eslint-js,1,github:eslint/js
eslint-merge-processors,1,2.0.0
eslint-module-utils,1,"^2.7.4,file:./utils"
eslint-plugin-angular,1,^2.0.0
eslint-plugin-dci-lint,1,^0.9.1
eslint-plugin-drizzle,1,^0.2.3
eslint-plugin-drizzle-internal,1,link:eslint/eslint-plugin-drizzle-internal
eslint-plugin-ejs,1,^0.0.2
eslint-plugin-ember-suave,1,^1.0.0
eslint-plugin-expect-type,1,^0.6.2
eslint-plugin-flow-header,1,^0.2.0
eslint-plugin-format,1,1.0.1
eslint-plugin-ft-flow,1,^2.0.1
eslint-plugin-functional,1,link:.
eslint-plugin-hapi,1,^4.0.0
eslint-plugin-header,1,^2.0.0
eslint-plugin-i,1,^2.29.1
eslint-plugin-immutable,1,^1.0.0
eslint-plugin-import-order,1,^2.1.4
eslint-plugin-inferno,1,^6.10.4
eslint-plugin-internal-playwright,1,file:utils/eslint-plugin-internal-playwright
eslint-plugin-jasmine,1,^2.2.0
eslint-plugin-jest-dom,1,^5.5.0
eslint-plugin-jquery,1,^1.1.1
eslint-plugin-jsdom-internal,1,link:./scripts/eslint-plugin
eslint-plugin-lingui,1,^0.9.0
eslint-plugin-lodash,1,^2.3.5
eslint-plugin-lodash-fp,1,^2.1.3
eslint-plugin-mdx,1,^3.6.2
eslint-plugin-meteor,1,^4.0.1
eslint-plugin-mocha,1,^4.8.0
eslint-plugin-mongodb,1,^0.2.4
eslint-plugin-no-for-of-loops,1,^1.0.0
eslint-plugin-no-instanceof,1,^1.0.1
eslint-plugin-optimize-regex,1,1.2.1
eslint-plugin-package-json,1,^0.87.1
eslint-plugin-playwright,1,^1.6.0
eslint-plugin-pnpm,1,catalog:lint
eslint-plugin-prefer-arrow,1,^1.2.3
eslint-plugin-prefer-arrow-functions,1,^3.3.2
eslint-plugin-project-structure,1,^3.9.1
eslint-plugin-react-internal,1,link:./scripts/eslint-rules
eslint-plugin-react-intl,1,^1.0.2
eslint-plugin-react_editor,1,npm:eslint-plugin-react@7.29.4
eslint-plugin-relay,1,1.3.0
eslint-plugin-security,1,^1.3.0
eslint-plugin-sort-keys-fix,1,^1.1.2
eslint-plugin-standard,1,^3.0.0
eslint-plugin-tailwindcss,1,3.18.0
eslint-plugin-wordpress,1,^0.1.0
eslint-plugin-xogroup,1,^1.2.0
eslint-vitest-rule-tester,1,1.1.0
eslint-webpack-plugin,1,^2.5.2
esm-loader-svelte,1,^1.0.6
esprima,1,*
esrap,1,^1.4.4
esy-macdylibbundler,1,*
esy-sdl2,1,*
event-target-shim,1,^5.0.1
eventemitter3,1,~1.2.0
eventsource,1,^3.0.2
eventsource-parser,1,^3.0.0
execa-wrap,1,^1.4.0
exifr,1,^7.1.3
exifreader,1,^4.33.1
expect,1,^1.13.4
expect-type,1,^1.2.1
expectations,1,^0.5.2
export-size,1,0.5.2
express-http-context,1,^1.2.4
express-rate-limit,1,^7.5.0
fake-raf,1,0.0.1
fake-smtp-server,1,^0.8.0
fast-diff,1,1.1.2
fast-equals,1,^6.0.0
fastest-levenshtein,1,^1.0.16
fbjs,1,^1.0.0
fetch-mock,1,npm:@gr2m/fetch-mock@9.11.0-pull-request-644.1
fff-flavored-frontmatter,1,1.0.0-alpha.1
fflate,1,^0.8.2
figlet,1,^1.8.0
filesize,1,^6.0.1
find-test-names,1,1.29.18
findit,1,2.0.0
firebaseui,1,^6.1.0
fix-path,1,^4.0.0
fkill,1,^7.2.1
flat,1,^6.0.1
flatbread,1,workspace:*
flatpickr,1,4.6.9
flow-copy-source,1,^2.0.9
flow-remove-types,1,1.2.3
flowbite,1,^1.6.5
flowbite-svelte,1,^0.34.10
fly-autoprefixer,1,^1.1.0
fly-browserify2,1,^2.1.0
fly-concat,1,^1.2.0
fly-esnext,1,^2.0.1
fly-htmlmin,1,^2.1.0
fly-precache,1,^2.1.0
fly-rev,1,^2.3.0
fly-riot,1,^2.1.0
fly-rollup,1,^2.1.0
fly-sass,1,^2.1.0
fly-uglify,1,^2.1.1
fly-watch,1,^1.1.1
fly-xo,1,^2.1.0
focus-trap,1,^7.5.2
font-awesome,1,^4.7.0
fs-copy-file-sync,1,^1.1.1
fs-minipass,1,^3.0.3
functional-red-black-tree,1,^1.0.1
fuzzaldrin-plus,1,0.4.1
fuzzysearch,1,1.0.3
gamedig,1,^5.3.0
ganalytics,1,^2.0.1
gen-flow-files,1,^0.4.11
get-port-please,1,^3.1.2
get-tsconfig,1,^4.7.2
github-changelog,1,^1.0.0
github-markdown-css,1,^5.7.0
gitmoji-cli,1,^9.4.0
glob-parent,1,^6.0.1
glob-stream,1,^6.1.0
glob-to-regexp,1,^0.4.1
globe.gl,1,^2.45.0
globrex,1,^0.1.2
gobble,1,^0.10.2
gobble-babel,1,^5.5.8
gobble-browserify,1,^0.6.1
gobble-cli,1,^0.6.0
gobble-derequire,1,^0.1.2
gobble-ractive,1,^0.2.0
gobble-rollup,1,^0.25.0
gobble-uglifyjs,1,^0.2.1
gonzales,1,^1.0.7
google-auth-library,1,^10.5.0
google-gax,1,^3.5.3
graphql-request,1,^4.0.0
graphql-ws,1,^6.0.6
graphql-yoga,1,^5.17.1
gts,1,^3.1.0
gulp-bump,1,^0.3.1
gulp-changed,1,^1.1.0
gulp-eslint,1,^1.0.0
gulp-newer,1,^1.0.0
gulp-notify,1,^2.2.0
gulp-protractor,1,1.0.0
gulp-sourcemaps,1,^1.3.0
gzipper,1,^5.0.0
happy-conventional-commit,1,^0.1.1
has,1,^1.0.3
hash-test-vectors,1,^1.3.2
hash-wasm,1,^4.9.0
hast-util-heading-rank,1,^2.1.0
hast-util-to-html,1,^9.0.0
hastscript,1,^9.0.0
he,1,^1.2.0
heroicons-svelte,1,^0.0.1
hex-rgb,1,^5.0.0
history,1,^4.7.2
hono,1,^4.6.11
hookar,1,^0.0.7
hosted-git-info,1,^7.0.2
houdini,1,^1.0.0
houdini-svelte,1,^1.0.0
html-element-list,1,^1.0.0
html-encoding-sniffer,1,^2.0.1
html-entities,1,^2.6.0
html-loader,1,~0.4.3
html-minifier-terser,1,^7.2.0
html-to-image,1,^1.11.13
http-proxy-agent,1,^7.0.0
human-id,1,^4.1.1
hyper-dom-expressions,1,0.37.8
hyperapp,1,1.2.9
hyperapp-feather,1,0.4.0
hyperapp-seti,1,0.2.0
i18n-iso-countries,1,^7.11.2
i18n-unused,1,0.13.0
ical.js,1,^2.2.1
iconv-lite,1,^0.5.2
idb-keyval,1,^3.2.0
ieee754,1,1.1.13
if-env,1,^1.0.0
ignore,1,^7.0.3
image-transmutation,1,^1.0.1
immutable,1,^5.1.4
in-publish,1,^2.0.1
ini,1,^4.1.3
init-package-json,1,^6.0.3
inngest-cli,1,^1.13.7
innosetup-compiler,1,5.5.9
inquirer-autocomplete-prompt,1,^3.0.0
inquirer-file-tree-selection-prompt,1,^2.0.5
insert-module-globals,1,^7.0.0
intersection-observer,1,^0.12.0
interval-tree-1d,1,^1.0.4
invariant,1,^2.2.4
ioredis,1,5.6.1
ip-address,1,^9.0.5
ip-regex,1,^5.0.0
is-cidr,1,^5.1.0
is-core-module,1,^2.11.0
is-even,1,^1.0.0
is-glob,1,^4.0.3
is-gzip,1,^2.0.0
is-immutable-type,1,^5.0.1
is-potential-custom-element-name,1,^1.0.0
is-uuid,1,1.0.2
isolinear,1,^2.0.0
isparta,1,^3.1.0
issue-parser,1,^7.0.0
istanbul-instrumenter-loader,1,~0.2.0
itty-router-extras,1,^0.4.2
jade,1,~1.11.0
jasmine-check,1,^1.0.0-rc.0
jasmine-expect,1,^5.0.0
jellycommands,1,1.0.0-next.19
jest-axe,1,^8.0.0
jest-environment-puppeteer,1,^4.4.0
jest-fetch-mock,1,^3.0.3
jest-image-snapshot,1,^3.1.0
jest-pnp-resolver,1,1.0.2
jest-puppeteer,1,^4.4.0
jest-serializer-html,1,catalog:
jest-summarizing-reporter,1,1.1.4
jest-ts-webcompat-resolver,1,^1.0.0
jest-util,1,30.0.5
jimp,1,^0.2.21
jmespath,1,0.15.0
jose,1,^6.0.12
jotai,1,^1.0.0
jqmath,1,^0.4.9
jquery,1,^3.2.1
js-csp,1,^1.0.1
js-extend,1,1.0.1
js-sha256,1,^0.10.1
js-trgm,1,^1.0.2
jsc-android,1,^241213.1.0
jscs,1,^2.1.1
jsdoc,1,^4.0.0
jsdoc-fresh,1,^2.0.0
jsdoc-region-tag,1,^2.0.0
jsdom-global,1,^3.0.2
json-schema-faker,1,^0.1.10
json-schema-to-markdown,1,1.1.1
jspm,1,0.16.15
jsrepo,1,^3.0.8
just-throttle,1,^4.2.0
kairo,1,0.6.0-rc.0
karma-babel-preprocessor,1,^6.0.1
karma-chai,1,^0.1.0
karma-cli,1,^0.1.2
karma-firefox-launcher,1,^2.1.3
karma-jasmine-html-reporter,1,~2.1.0
karma-jspm,1,2.0.1-beta.2
karma-mocha-reporter,1,^2.2.5
karma-mocha-webworker,1,^1.3.0
karma-sauce-launcher,1,^1.0.0
karma-source-map-support,1,^1.1.0
karma-sourcemap-loader,1,^0.4.0
karma-typescript,1,^5.5.4
kill-port,1,^2.0.1
kkt,1,^7.5.4
knex,1,^3.1.0
knox,1,latest
knuth-shuffle,1,^1.0.1
kolorist,1,^1.8.0
laravel-echo,1,2.1.5
laravel-mix,1,^6.0.49
laravel-nova-devtool,1,file:vendor/laravel/nova-devtool
laravel-vite-plugin,1,1.3.0
latest-version,1,^5.0.0
lazysizes,1,^5.3.2
lcov-result-merger,1,5.0.1
leancloud-storage,1,^4.15.2
length-prefixed-json-stream,1,^1.0.1
lerna-changelog,1,^0.5.0
less-loader,1,^8.0.0
leven,1,^3.1.0
libnpmaccess,1,^8.0.6
libnpmdiff,1,^6.1.4
libnpmexec,1,^8.1.3
libnpmfund,1,^5.0.12
libnpmhook,1,^10.0.5
libnpmorg,1,^6.0.6
libnpmpack,1,^7.0.4
libnpmpublish,1,^9.0.9
libnpmsearch,1,^7.0.6
libnpmteam,1,^6.0.5
libnpmversion,1,^6.0.3
libphonenumber-js,1,^1.10.26
linefix,1,^0.1.1
linkinator,1,^4.0.0
linklocal,1,^2.8.2
lit-dom-expressions,1,0.37.8
lite-youtube-embed,1,^0.3.3
loader-runner,1,^4.2.0
loader-utils,1,^2.0.0 || ^3.0.0
local-pkg,1,^0.5.0
lockfile-lint,1,4.14.1
lodash.camelcase,1,^4.3.0
lodash.chunk,1,^4.2.0
lodash.compact,1,^3.0.1
lodash.escaperegexp,1,^4.1.2
lodash.groupby,1,^4.6.0
lodash.identity,1,^3.0.0
lodash.indexby,1,^3.0.0
lodash.isarray,1,^4.0.0
lodash.isempty,1,^4.4.0
lodash.isequal,1,^4.5.0
lodash.isobject,1,^3.0.2
lodash.mapvalues,1,^4.6.0
lodash.merge,1,^4.6.2
lodash.omit,1,^4.5.0
lodash.pickby,1,^4.6.0
lodash.snakecase,1,^4.1.1
lodash.throttle,1,^4.1.1
lodash.upperfirst,1,^4.3.1
log-update,1,^7.0.2
loglevel,1,^1.9.2
loglevel-plugin-prefix,1,^0.8.4
longpress-svelte,1,^1.0.0
lowlight,1,^2.9.0
lru-cache,1,^11.2.4
ls-engines,1,0.9.3
lucide-react,1,^0.525.0
lunr,1,^2.3.9
luxon,1,^3.7.2
magnitude-test,1,^0.3.12
mailhog,1,4.16.0
mailparser,1,^3.9.0
make-fetch-happen,1,^13.0.1
maplibre-gl,1,^4.5.0
markdown-it-anchor,1,^9.2.0
markdown-pdf,1,^11.0.0
markdown-to-react-components,1,^0.1.3
markdownlint-cli2,1,0.17.2
marked-base-url,1,1.1.7
marked-bidi,1,^1.0.14
marked-shiki,1,^1.2.1
matcha,1,^0.7.0
mdast-util-from-markdown,1,^2.0.2
mdast-util-gfm,1,^3.1.0
mdast-util-to-string,1,^3.2.0
medium-zoom,1,^1.1.0
meilisearch,1,^0.53.0
memoize-weak,1,^1.0.2
memoizee,1,^0.4.17
memory-stats,1,^1.0.2
merge-deep,1,^3.0.3
meriyah,1,^2.1.1
methods,1,1.0.1
metro-babel-register,1,0.54.1
metro-memory-fs,1,0.78.0
metro-react-native-babel-transformer,1,0.54.1
microdiff,1,^1.3.2
micromatch,1,^4.0.4
mini-svg-data-uri,1,^1.2.3
minipass,1,^7.1.1
minipass-pipeline,1,^1.2.4
mitata,1,latest
mitt,1,^1.1.2
mjml,1,^4.16.1
mobile-detect,1,^1.4.5
mobx,1,^6.13.2
mocha-sugar-free,1,^1.4.0
modern-gif,1,^2.0.3
mol_wire_lib,1,^1.0.1158
moment,1,^2.29.4
moment-timezone,1,^0.5.43
monaco-editor,1,^0.49.0
mongodb-memory-server,1,^10.1.2
ms,1,^2.1.2
msgpack-lite,1,0.1.26
mssql,1,^9.1.1
msw-storybook-addon,1,^2.0.5
mustache,1,^4.2.0
mutation-summary,1,^0.0.0
mv,1,^2.1.1
nanothreads,1,^0.3.7
nativescript,1,^9.0.0-alpha.14
nativescript-dev-webpack,1,1.2.1
nativescript-typedoc-theme,1,1.1.0
nativescript-ui-sidedrawer,1,^7.0.2
natural-compare,1,^1.4.0
navaid,1,^1.0.5
neo-async,1,^2.6.2
neostandard,1,^0.12.2
neotraverse,1,^0.6.18
netlify-cli,1,^10.4.0
next-router-mock,1,0.9.12
next-sitemap,1,^2.5.1
nib,1,^1.1.2
nightmare,1,^2.1.3
nightwatch,1,^1.5.0
nock,1,^13.4.0
node,1,14.0.0
node-appwrite,1,^11.1.0
node-cache,1,^5.1.2
node-ical,1,0.16.1
node-imap,1,^0.9.6
node-os-utils,1,^2.0.1
node-parse-bookmarks,1,^1.0.3
node-repl-polyfill,1,github:CanadaHonk/node-repl-polyfill
node-resolve-ts,1,catalog:tooling
node-spotify-api,1,^1.1.1
node-watch,1,0.3.5
node-wav-player,1,^0.1.0
nollup,1,PepsRyuu/nollup#Refactor
nopt,1,^7.2.1
normalize-package-data,1,^6.0.2
np,1,10.2.0
npkill,1,0.8.3
npm-audit-report,1,^5.0.0
npm-install-checks,1,^6.3.0
npm-package-arg,1,^11.0.2
npm-packlist,1,^8.0.2
npm-pick-manifest,1,^9.1.0
npm-profile,1,^10.0.0
npm-registry-fetch,1,^17.1.0
npm-user-validate,1,^2.0.1
npm-watch,1,0.13.0
npm-which,1,^3.0.1
nth-check,1,^2.1.1
nullthrows,1,^1.1.0
nwsapi,1,^2.2.0
object-assign,1,^4.1.1
object-hash,1,^3.0.0
object.assign,1,^1.0.3
object.values,1,^1.1.6
oby,1,15.1.2
ocaml,1,~4.7.0
octokit,1,^5.0.5
ollama,1,^0.6.3
ollama-ai-provider-v2,1,^1.5.2
on-change,1,^2.0.1
open-cli,1,^8.0.0
opencollective-postinstall,1,^2.0.3
openid-client,1,^5.4.2
os-name,1,4.0.1
output-file-sync,1,^2.0.0
overlayscrollbars,1,^2.12.0
overlayscrollbars-svelte,1,^0.5.5
oxc-minify,1,^0.96.0
oxc-parser,1,^0.96.0
oxlint-tsgolint,1,catalog:
p-filter,1,^4.0.0
p-limit,1,^2.2.2
p-map,1,^4.0.0
p-queue,1,^9.0.1
papaparse,1,^5.4.0
parchment,1,1.0.0
parquet-wasm,1,0.7.0
parquetjs,1,^0.11.2
parse-color,1,^1.0.0
parse-conflict-json,1,^3.0.1
parse-css,1,git+https://github.com/tabatkins/parse-css.git
parse-entities,1,^4.0.2
parse-github-repo-url,1,^1.4.1
parse-svg-path,1,^0.1.2
parserlib,1,^1.1.1
path,1,^0.12.7
pathe,1,^1.1.2
persistable,1,^0.1.2
pg-pool,1,^3.7.0
phantomjs-polyfill,1,0.0.1
phantomjs-prebuilt,1,^2.1.6
phosphor-svelte,1,^3.0.1
ping,1,^0.4.4
pinia,1,^2.0.16
pinkie-promise,1,^2.0.1
pixelmatch,1,^7.1.0
pkce-challenge,1,^5.0.0
planer,1,^1.2.0
plist,1,3.0.1
plop,1,^3.1.1
plotly.js-dist-min,1,^2.32.0
png-to-ico,1,^2.1.8
pngjs,1,^7.0.0
pnpm,1,^8.6.2
pollen-css,1,^4.6.2
popmotion,1,^11.0.5
portfinder,1,^1.0.25
postcss-custom-media,1,^10.0.4
postcss-discard-duplicates,1,^7.0.2
postcss-inline-css-vars,1,^0.1.0
postcss-js,1,5.0.1
postcss-lightningcss,1,^0.7.0
postcss-merge-rules,1,^7.0.6
postcss-normalize,1,8.0.1
postcss-prefix-selector,1,^1.16.1
postcss-value-parser,1,^4.2.0
poster,1,^0.0.9
postgresql-eslint-parser,1,^0.1.3
postinstall-postinstall,1,^2.1.0
postmark,1,^4.0.5
