package_name,usage_count,versions
oslo,3,"^1.2.1,^0.24.0"
phantomjs,3,"1.9.18,^1.9.13,^1.9.19"
postcss-cli,3,"^9.1.0,^8.3.1"
postcss-html,3,^1.8.0
postcss-import,3,"^16.0.0,^14.0.2,^16.1.0"
postcss-scss,3,"^4.0.9,^4.0.0"
posthog-node,3,"^5.9.2,^5.18.1,4.18.0"
premove,3,^4.0.0
prettier-plugin-organize-imports,3,"^3.2.2,^4.3.0"
prettier-plugin-pkg,3,"^0.21.2,0.18.1"
process,3,^0.11.10
react-test-renderer,3,"16.8.6,^17.0.2,~18.2.0"
reading-time,3,^1.5.0
redis,3,"^4.6.13,^5.9.0,^5.10.0"
rehype-format,3,"^5.0.1,^5.0.0,^4.0.1"
rehype-highlight,3,"^7.0.2,^5.0.0,^4.1.0"
resize-observer-polyfill,3,"^1.5.1,1.5.1"
resolve,3,"1.10.0,1.18.1,^1.22.1"
rolldown,3,"^1.0.0-beta.10,^1.0.0-beta.33,1.0.0-beta.52"
rollup-plugin-styles,3,"^4.0.0,^3.0.0"
rollup-plugin-typescript2,3,"^0.27.1,0.36.0"
set-cookie-parser,3,"^2.6.0,2.6.0"
shimport,3,"^1.0.1,^2.0.5"
shx,3,0.3.4
simple-git-hooks,3,"^2.11.1,^2.8.1,^2.7.0"
size-limit,3,"^11.2.0,^12.0.0,^11.1.4"
slash,3,"^3.0.0,^5.1.0"
slugify,3,^1.6.6
snarkdown,3,"^2.0.0,^1.2.2"
string-hash,3,^1.1.3
stylelint-config-recommended-scss,3,"^15.0.1,^14.1.0,^16.0.2"
superjson,3,"^1.9.1,^2.2.2,^2.2.5"
supertest,3,"7.1.4,^7.0.0,^6.1.3"
svelte-adapter-bun,3,"^1.0.1,^0.5.2,^0.5.1"
svelte-icons,3,"2.1.0,^2.1.0"
svelte-meta-tags,3,"^4.2.0,^4.5.0,^4.1.0"
svelte-sequential-preprocessor,3,"^2.0.2,^2.0.1"
taskr,3,"*,^1.0.5,^1.0.6"
test262-stream,3,"^1.4.0,^1.3.0"
three,3,"^0.131.0,^0.180.0,^0.182.0"
tippy.js,3,"^6.3.1,^6.3.7"
tmp,3,"^0.0.33,^0.1.0,^0.2.1"
topojson-client,3,^3.1.0
tslint,3,"^5.20.1,^5.8.0,^6.1.3"
typescript-svelte-plugin,3,"^0.3.46,^0.3.38,^0.3.50"
ua-parser-js,3,"0.7.9,^1.0.38,0.7.10"
undici,3,"^7.16.0,^6.21.3"
v8-natives,3,^1.2.5
vite-plugin-conditional-compile,3,1.4.5
vite-plugin-pwa,3,"^0.20.5,^1.1.0,^0.17.5"
vite-plugin-solid,3,"^2.11.9,^2.6.1,^2.11.10"
vite-plugin-static-copy,3,^3.1.4
vue-eslint-parser,3,"^9.4.2,^10.2.0,^10.0.0"
watchify,3,"3.4.0,^3.11.1,^3.7.0"
wd,3,"0.3.12,^1.12.1,0.4.0"
webpack-format-messages,3,^2.0.5
workbox-window,3,"^7.3.0,^7.0.0"
yarn-release,3,^1.10.3
@actions/exec,2,"^2.0.0,^1.1.0"
@actions/io,2,"^2.0.0,^1.1.1"
@ai-sdk/mcp,2,"^0.0.12,0.0.11"
@ampproject/rollup-plugin-closure-compiler,2,"^0.27.0,^0.25.2"
@angular-eslint/eslint-plugin,2,"^16.1.0,^16.2.0"
@angular-eslint/eslint-plugin-template,2,"^16.1.0,^16.2.0"
@angular/compiler-cli,2,"^20.3.10,17.1.0"
@antfu/eslint-config,2,"^2.16.1,^3.5.1"
@astrojs/check,2,^0.9.4
@astrojs/mdx,2,"^4.0.1,^4.2.6"
@aurelia/router,2,2.0.0-beta.8
@auth/sveltekit,2,"^1.11.1,^0.2.0"
@babel/eslint-config-internal,2,workspace:^
@babel/eslint-plugin-development-internal,2,workspace:^
@babel/generator,2,"^7.1.6,^7.0.0"
@babel/node,2,"^7.2.2,^7.16.8"
@babel/parser,2,"^7.1.6,^7.11.3"
@babel/plugin-proposal-decorators,2,"^7.22.10,^7.22.15"
@babel/plugin-proposal-dynamic-import,2,"^7.18.6,^7.10.1"
@babel/plugin-transform-export-namespace-from,2,"^7.23.4,8.0.0-alpha.4"
@babel/plugin-transform-typescript,2,"^7.20.2,^7.23.6"
@babel/traverse,2,"^7.1.6,^7.11.0"
@babel/types,2,"^7.1.5,^7.24.5"
@capacitor/android,2,"^5.2.2,^3.0.1"
@capacitor/cli,2,"^5.2.2,^3.0.0"
@capacitor/core,2,"^5.2.2,^3.0.0"
@capacitor/ios,2,"^5.2.2,^3.0.1"
@changesets/changelog-git,2,"^0.2.0,^0.2.1"
@changesets/get-release-plan,2,^4.0.13
@clack/prompts,2,^0.11.0
@codemirror/autocomplete,2,"^6.8.1,^6.9.0"
@codemirror/lang-json,2,^6.0.1
@codemirror/lang-markdown,2,"^6.2.0,^6.3.2"
@codemirror/language,2,"^6.8.0,^6.9.0"
@codemirror/lint,2,"^6.3.0,^6.4.1"
@cspell/eslint-plugin,2,^9.2.1
@duckdb/duckdb-wasm,2,1.29.0
@effect/language-service,2,"^0.55.0,catalog:"
@emotion/react,2,"^11.13.5,^11.11.1"
@emotion/styled,2,"^11.13.5,^11.11.0"
@eslint-community/eslint-plugin-eslint-comments,2,"^4.4.1,^4.3.0"
@evidence-dev/bigquery,2,link:packages/datasources/bigquery
@evidence-dev/component-utilities,2,link:packages/lib/component-utilities
@evidence-dev/core-components,2,link:packages/ui/core-components
@evidence-dev/csv,2,link:packages/datasources/csv
@evidence-dev/databricks,2,link:packages/datasources/databricks
@evidence-dev/db-commons,2,link:packages/lib/db-commons
@evidence-dev/duckdb,2,link:packages/datasources/duckdb
@evidence-dev/evidence,2,link:packages/evidence
@evidence-dev/faker-datasource,2,link:packages/datasources/faker
@evidence-dev/icons,2,link:packages/ui/icons
@evidence-dev/motherduck,2,link:packages/datasources/motherduck
@evidence-dev/mssql,2,link:packages/datasources/mssql
@evidence-dev/mysql,2,link:packages/datasources/mysql
@evidence-dev/postgres,2,link:packages/datasources/postgres
@evidence-dev/preprocess,2,link:packages/lib/preprocess
@evidence-dev/redshift,2,link:packages/datasources/redshift
@evidence-dev/sdk,2,link:packages/lib/sdk
@evidence-dev/snowflake,2,link:packages/datasources/snowflake
@evidence-dev/source-javascript,2,link:packages/datasources/javascript
@evidence-dev/sqlite,2,link:packages/datasources/sqlite
@evidence-dev/tailwind,2,link:packages/ui/tailwind
@evidence-dev/telemetry,2,link:packages/lib/telemetry
@evidence-dev/trino,2,link:packages/datasources/trino
@evidence-dev/universal-sql,2,link:packages/lib/universal-sql
@floating-ui/core,2,"^1.3.1,^1.5.2"
@fontsource/atkinson-hyperlegible,2,"^5.2.6,^5.1.0"
@fontsource/grandstander,2,"^4.5.10,^5.1.2"
@formkit/auto-animate,2,"^0.9.0,^0.8.2"
@fortawesome/free-regular-svg-icons,2,"^5.15.3,^5.15.4"
@hono/node-server,2,"^1.13.7,^1.13.5"
@iconify-json/line-md,2,"^1.1.37,^1.1.38"
@iconify-json/lucide,2,"^1.2.77,^1.1.187"
@iconify-json/majesticons,2,"^1.2.1,^1.1.1"
@iconify-json/mdi,2,"^1.2.1,^1.1.67"
@iconify/json,2,"^2.2.205,^2.2.415"
@istanbuljs/nyc-config-typescript,2,"1.0.2,^1.0.2"
@leeoniya/ufuzzy,2,"^1.0.11,^1.0.8"
@lexical/markdown,2,"^0.33.0,^0.39.0"
@manypkg/get-packages,2,"^2.2.0,^2.2.1"
@matschik/lz-string,2,^0.0.2
@modelcontextprotocol/inspector,2,"^0.17.2,catalog:ai"
@neodrag/core,2,"3.0.0-next.3,https://pkg.pr.new/@neodrag/core@fc0fb98"
@npmcli/map-workspaces,2,"^3.0.6,5.0.3"
@npmcli/package-json,2,"^5.0.0,^5.2.0"
@nx/devkit,2,"22.1.1,22.0.2"
@nx/eslint-plugin,2,"22.0.2,22.0.3"
@nx/jest,2,"22.0.2,22.0.3"
@nx/vite,2,"22.0.2,22.0.3"
@nx/web,2,"22.0.2,22.0.3"
@octokit/types,2,"^16.0.0,^11.1.0"
@openrouter/ai-sdk-provider,2,"^1.2.0,^1.4.1"
@oslojs/crypto,2,^1.0.1
@ota-meshi/test-snapshot,2,^1.1.1
@parcel/packager-ts,2,2.12.0
@parcel/transformer-typescript-types,2,2.12.0
@playwright/experimental-ct-svelte,2,"1.54.0,^1.43.1"
@poppanator/sveltekit-svg,2,"^5.0.1,4.2.1"
@popperjs/core,2,"2.9.1,^2.11.7"
@prgm/sveltekit-progress-bar,2,"^3.0.2,^1.0.0"
@radix-ui/colors,2,^3.0.0
@radix-ui/react-dialog,2,^1.0.5
@radix-ui/react-radio-group,2,^1.1.3
@riadh-adrani/utils,2,"0.42.2,^1.0.0"
@rich_harris/svelte-split-pane,2,"^1.1.1,^1.1.3"
@rollup/plugin-buble,2,"^0.21.0,^1.0.3"
@semantic-release/changelog,2,"6.0.3,^6.0.3"
@semantic-release/commit-analyzer,2,"13.0.1,^13.0.1"
@semantic-release/git,2,"10.0.1,^10.0.1"
@semantic-release/github,2,"11.0.2,^12.0.2"
@semantic-release/npm,2,"12.0.1,^13.1.2"
@semantic-release/release-notes-generator,2,"14.0.3,^14.1.0"
@shikijs/langs,2,"^3.20.0,3.20.0"
@shikijs/themes,2,"^3.20.0,3.20.0"
@shopify/app-bridge,2,"^2.0.21,^2.0.3"
@shopify/app-bridge-utils,2,"^2.0.21,^2.0.3"
@shopify/shopify-api,2,"^1.2.1,^6.2.0"
@skeletonlabs/tw-plugin,2,"0.3.1,^0.4.1"
@solidjs/testing-library,2,^0.8.10
@stefanprobst/remark-shiki,2,^2.2.1
@storybook/addon-docs,2,"^10.1.10,^10.0.7"
@storybook/react,2,"^6.5.15,8.6.15"
@storybook/test,2,"^8.0.9,8.6.15"
@stylistic/eslint-plugin-js,2,"^4.4.1,^4.2.0"
@supabase/auth-ui-shared,2,^0.1.8
@supabase/auth-ui-svelte,2,^0.2.9
@svelte-put/toc,2,^4.0.0
@sveltia/utils,2,"^0.8.0,^0.8.6"
@svgr/webpack,2,"4.1.0,5.5.0"
@swc-node/register,2,"~1.10.1,1.8.0"
@swc/helpers,2,"~0.5.17,~0.5.2"
@tanstack/react-virtual,2,"^3.13.12,^3.13.14"
@tanstack/table-core,2,"^8.20.5,^8.21.3"
@testing-library/react-hooks,2,^8.0.1
@testing-library/vue,2,^8.1.0
@thisux/sveltednd,2,"^0.0.20,^0.0.18"
@tidyjs/tidy,2,2.5.2
@tiptap/extension-image,2,"^2.1.13,^3.12.0"
@tiptap/extension-link,2,"^2.1.13,^3.12.0"
@tiptap/extension-underline,2,"^2.26.1,^3.12.0"
@tmcp/adapter-zod,2,^0.1.6
@trpc/client,2,"^10.9.1,11.8.1"
@trpc/server,2,"^10.9.1,11.8.1"
@types/benchmark,2,^2.1.5
@types/codemirror,2,"^5.60.5,^5.60.7"
@types/color,2,^3.0.3
@types/cors,2,^2.8.17
@types/cross-spawn,2,^6.0.6
@types/d3-shape,2,^3.1.7
@types/dompurify,2,"^3.0.5,^3.0.2"
@types/eslint-visitor-keys,2,^3.3.2
@types/eslint__js,2,^8.42.3
@types/flexsearch,2,"^0.7.6,^0.7.2"
@types/formidable,2,^2.0.4
@types/he,2,"^1.2.3,^1.1.2"
@types/inquirer,2,"8.2.1,^9.0.9"
@types/jasmine,2,"^5.1.8,~5.1.4"
@types/jquery,2,"^3.2.1,^3.5.14"
@types/js-cookie,2,^3.0.6
@types/katex,2,"^0.14.0,^0.16.7"
@types/lodash,2,"^4.14.191,4.17.20"
@types/lodash-es,2,"^4.17.12,^4.17.7"
@types/markdown-it,2,"^14.1.2,^12.2.3"
@types/minimist,2,"^1.2.5,^1.2.0"
@types/natural-compare,2,^1.4.3
@types/node-fetch,2,"^2.5.7,^2.5.12"
@types/nprogress,2,"^0.2.3,^0.2.0"
@types/puppeteer,2,"^5.4.4,^1.19.0"
@types/resize-observer-browser,2,^0.1.7
@types/sanitize-html,2,"^2.16.0,^2.13.0"
@types/serialize-javascript,2,^5.0.4
@types/supertest,2,"^6.0.2,^2.0.11"
@types/tampermonkey,2,"^5.0.2,^4.0.5"
@types/testing-library__jest-dom,2,^5.14.9
@types/topojson-client,2,^3.1.5
@types/xml2js,2,^0.4.9
@typescript-eslint/visitor-keys,2,^8.46.1
@unocss/core,2,"^0.61.3,^0.56.1"
@unocss/preset-icons,2,"^0.61.3,^0.56.1"
@unovis/svelte,2,"1.4.3-beta.0,^1.3.1"
@uppy/core,2,"^4.4.7,^3.6.1"
@uwdata/mosaic-sql,2,^0.4.0
@valibot/to-json-schema,2,"^1.5.0,^1.3.0"
@veljs/svelte,2,^0.1.11
@vercel/analytics,2,"^1.1.2,^1.5.0"
@vercel/edge,2,^1.2.1
@vercel/flags,2,"^2.6.0,^3.1.0"
@vercel/ncc,2,"^0.38.4,^0.33.1"
@vite-pwa/sveltekit,2,"^1.1.0,^0.1.3"
@vitejs/plugin-basic-ssl,2,"^1.1.0,^1"
@vitejs/plugin-vue-jsx,2,^5.1.1
@webcontainer/api,2,^1.1.5
@webpack-contrib/eslint-config-webpack,2,^3.0.0
@zip.js/zip.js,2,"^2.4.2,^2.7.29"
ansi-to-html,2,^0.7.2
antd,2,"^3.22.2,^3.16.3"
appwrite,2,"^13.0.1,^10.2.0"
archiver,2,^7.0.1
arg,2,"^5.0.1,^5.0.2"
argsarray,2,0.0.1
art,2,"0.10.1,^0.10.0"
assert,2,"^2.1.0,^2.0.0"
assert-never,2,^1.2.1
aurelia,2,2.0.0-beta.8
aurelia-framework,2,^1.4.1
babel,2,"^5.8.23,^6.23.0"
babel-plugin-module-resolver,2,"^3.2.0,^2.7.1"
babel-plugin-named-asset-import,2,"^0.3.1,^0.3.7"
babel-plugin-react-transform,2,"^1.0.5,^2.0.0-beta1"
babel-preset-react,2,"^6.3.13,^6.24.1"
babel-preset-react-app,2,"^7.0.2,^10.0.0"
base64-js,2,"^1.1.2,^1.5.1"
bfj,2,"6.1.1,^7.0.2"
bluebird,2,"^3.1.1,^2.9.13"
blueimp-md5,2,2.19.0
bootstrap,2,"^3.3.4,^5.2.3"
bulma,2,^0.9.3
case-sensitive-paths-webpack-plugin,2,"2.2.0,2.3.0"
chroma-js,2,^2.4.2
class-variance-authority,2,"^0.7.1,^0.6.0"
clor,2,^1.0.2
cmdk,2,^1.1.1
cmdk-sv,2,^0.0.18
codesandbox,2,^2.2.3
coffeescript,2,"^2.5.1,^1.12.7"
commonmark,2,^0.30.0
confusing-browser-globals,2,"^1.0.9,^1.0.10"
connect-history-api-fallback,2,^1.3.0
console-group,2,"^0.3.3,^0.3.1"
convex,2,"^1.26.2,^1.27.3"
copyfiles,2,"^2.4.0,^2.4.1"
cordova,2,"5.3.3,5.4.1"
cors,2,^2.8.5
culls,2,^0.1.2
cz-conventional-changelog,2,"3.3.0,^3.3.0"
d3-array,2,^3.2.4
d3-dsv,2,"latest,^3.0.1"
danger,2,"^9.2.10,^13.0.4"
dateformat,2,^5.0.3
decimal.js,2,"^10.2.0,^10.6.0"
dedent,2,1.5.3
double-ended-queue,2,2.0.0-0
downloadjs,2,1.4.7
dprint,2,"^0.50.1,^0.46.2"
echarts,2,5.6.0
echarts-stat,2,1.2.0
es-toolkit,2,"^1.43.0,^1.31.0"
es3ify,2,0.1.4
esbuild-plugin-file-path-extensions,2,^2.1.4
escape-string-regexp,2,"^1.0.5,^5.0.0"
escodegen,2,"^1.14.1,^2.0.0"
eslint-config-custom,2,"workspace:*,0.0.0"
eslint-config-vercel-ai,2,workspace:*
eslint-doc-generator,2,"2.1.2,^1.0.0"
eslint-formatter-codeframe,2,^7.32.1
eslint-import-resolver-webpack,2,"^0.8.1,file:./resolvers/webpack"
eslint-loader,2,"2.1.1,^3.0.3"
eslint-plugin-filenames,2,"^1.1.0,^1.3.2"
eslint-plugin-import-x,2,"4.10.0,^4.1.1"
eslint-plugin-lit,2,^1.9.1
eslint-plugin-no-function-declare-after-return,2,"^1.0.0,^1.1.0"
eslint-plugin-no-only-tests,2,"^2.6.0,3.3.0"
eslint-plugin-notice,2,^0.9.10
eslint-plugin-oxlint,2,^1.16.0
eslint-plugin-perfectionist,2,"^4.12.3,^3.6.0"
eslint-plugin-qwik,2,"^1.2.6,^1.2.12"
eslint-plugin-react-native,2,"3.6.0,^2.3.1"
eslint-plugin-testing-library,2,"^3.9.2,^7.1.1"
eslint-plugin-tsdoc,2,"0.2.17,^0.4.0"
esno,2,"^4.7.0,0.16.3"
export-to-csv,2,0.2.1
express-pouchdb,2,"1.0.0,1.0.1"
extract-text-webpack-plugin,2,"^0.9.1,^1.0.1"
fancy-log,2,"^1.3.3,^2.0.0"
fbjs-scripts,2,"1.2.0,^1.1.0"
fenceparser,2,^2.2.0
file-type,2,"^21.0.0,16.5.4"
firebase-admin,2,"^12.1.0,^13.6.0"
fly,2,"^2.0.0,^2.0.6"
fly-clear,2,"^0.2.0,^1.0.1"
folder-hash,2,^4.0.4
fork-ts-checker-webpack-plugin,2,"^9.0.2,^7.0.0"
form-data,2,">=4.0.4,0.1.3"
front-matter,2,^4.0.2
fruitdown,2,1.0.1
get-port-cli,2,"^3.0.0,^2.0.0"
git-remote-origin-url,2,4.0.0
gulp-babel,2,"^6.1.2,^8.0.0"
heroiconsvelte,2,^1.0.2
home-or-tmp,2,"3.0.0,^3.0.0"
html-webpack-plugin,2,"4.0.0-alpha.2,4.5.0"
https-proxy-agent,2,"5.0.0,^7.0.0"
i18next,2,"25.5.2,^25.7.2"
identity-obj-proxy,2,3.0.0
image-size,2,"^1.1.1,^2.0.2"
imagetools-core,2,"^3.3.1,^7.0.0"
immer,2,"^9.0.3,^10.1.1"
import-meta-resolve,2,"^1.1.1,^3.0.0"
inherits,2,2.0.1
inquirer,2,"9.1.4,9.1.0"
is-ci,2,"^3.0.0,^3.0.1"
isomorphic-dompurify,2,"2.13.0,^2.35.0"
istanbul-coveralls,2,1.0.3
itty-router,2,"^2.6.1,^2.3.2"
jasmine-node,2,"^1.14.5,latest"
jest-cli,2,"^25.2.7,^29.7.0"
jest-dom,2,^4.0.0
jest-environment-jsdom-sixteen,2,^1.0.3
jest-environment-node,2,"^29.7.0,^29.4.1"
jest-junit,2,"^6.3.0,^16.0.0"
jest-light-runner,2,"^0.4.0,^0.6.0-alpha.1"
jest-watch-typeahead,2,"^0.2.1,0.6.1"
jest-worker,2,"^29.0.1,^30.0.0-alpha.1"
joi,2,^17.13.3
js-cookie,2,^3.0.5
jscodeshift,2,"^0.6.2,0.3.32"
json-parse-even-better-errors,2,"^2.3.1,^3.0.2"
jsonwebtoken,2,^9.0.2
karma-browserify,2,"^7.0.0,^5.0.3"
karma-phantomjs-launcher,2,"~0.2.1,^1.0.0"
karma-webpack,2,"^1.7.0,^5.0.1"
katex,2,"^0.16.21,^0.16.11"
konva,2,"^9.3.15,^10.0.12"
layerchart,2,"2.0.0-next.27,^0.54.1"
leaflet,2,^1.9.4
level-sublevel,2,"6.5.2,6.5.3"
level-write-stream,2,1.0.0
levelup,2,"1.2.1,1.3.1"
lexical,2,"^0.33.0,^0.39.0"
libpg-query,2,"^17.1.1,^17.6.0"
lie,2,"3.0.1,3.0.2"
lit,2,^2.8.0
local-web-server,2,"^5.4.0,^5.3.0"
localstorage-down,2,0.6.3
lodash.debounce,2,^4.0.8
lz-string,2,^1.5.0
mapbox-gl,2,"1.13.1,^3.16.0"
markdown-it,2,"^14.1.0,^13.0.1"
markdownlint-cli,2,"^0.46.0,^0.42.0"
marked-mangle,2,"^1.1.0,^1.1.10"
md-colors,2,^1.0.0
mdsvex-relative-images,2,^1.0.3
memdown,2,"1.1.0,1.1.1"
micache,2,^2.4.1
mocha-jsdom,2,"^1.0.0,^2.0.0"
mockery,2,1.4.0
module-alias,2,"^2.2.2,2.2.2"
mri,2,"1.1.6,^1.1.0"
mrmime,2,"^2.0.0,2.0.0"
music-metadata,2,"^6.4.0,^11.10.3"
nativescript-theme-core,2,"^1.0.4,^2.0.23"
next-themes,2,"^0.4.6,^0.1.1"
node-html-parser,2,"^6.1.13,^5.2.0"
node-stream-zip,2,^1.15.0
nodemon,2,"3.1.10,^2.0.15"
normalize-path,2,^3.0.0
normalize-url,2,^1.3.0
normalize.css,2,"^3.0.3,^8.0.1"
npm-check-updates,2,"^12.1.0,^17.1.15"
nprogress,2,^0.2.0
object-to-formdata,2,^4.5.1
only-allow,2,^1.2.2
optimize-css-assets-webpack-plugin,2,"5.0.1,5.0.4"
ora,2,^7.0.1
oxfmt,2,"^0.16.0,^0.19.0"
p-retry,2,"^5.1.2,^7.0.0"
pacote,2,"^10.3.0,^18.0.6"
pagefind,2,"^1.3.0,^1.1.1"
paneforge,2,"^0.0.6,^1.0.0-next.4"
parse-link-header,2,^2.0.0
parse5,2,"5.1.1,^8.0.0"
pkg-dir,2,^7.0.0
pkg-pr-new,2,"^0.0.60,^0.0.53"
pluralize,2,^8.0.0
pnp-webpack-plugin,2,"1.2.1,1.6.4"
postcss-flexbugs-fixes,2,"4.1.0,4.2.1"
postcss-nested,2,^5.0.6
postcss-preset-env,2,"6.5.0,6.7.0"
postcss-safe-parser,2,"4.0.1,5.0.2"
pouchdb-collate,2,1.2.0
pouchdb-collections,2,1.0.1
pouchdb-express-router,2,0.0.8
pouchdb-server,2,1.0.0
preact-router,2,"^2.5.1,^2.5.5"
prettier-plugin-astro,2,"catalog:,^0.14.1"
prettier-plugin-marko,2,^3.3.2
pretty-format,2,"^24.7.0,^29.5.0"
prism-themes,2,^1.9.0
proxyquire,2,"^2.1.3,2.0.1"
pug,2,"^3.0.0,^3.0.2"
qrcode,2,^1.5.4
querystring,2,"^0.2.0,0.2.0"
ractive,2,"^0.8.5,^0.7.3"
radix-icons-svelte,2,^1.2.1
react-addons-test-utils,2,^0.14.3
react-app-polyfill,2,"^0.2.2,^2.0.0"
react-dev-utils,2,"^8.0.0,^11.0.3"
react-scripts,2,"3.1.1,4.0.3"
react-transform-hmr,2,"^1.0.0,^1.0.1"
react-window,2,"^2.2.3,^1.8.9"
redux,2,"^4.1.0,^3.7.2"
regexparam,2,"1.3.0,^2.0.0"
rehype-code-titles,2,"^1.2.0,^1.0.3"
rehype-sanitize,2,"^6.0.0,^5.0.0"
release-it,2,"19.2.2,^17.6.0"
remark-autolink-headings,2,^7.0.1
remark-code-import,2,^1.2.0
remark-html,2,"^16.0.1,^15.0.2"
remark-math,2,^6.0.0
remark-sectionize,2,^2.0.0
remark-slug,2,^7.0.1
replace,2,0.3.0
resolve.exports,2,"^2.0.2,^2.0.0"
rollup-dependency-tree,2,"0.0.10,0.0.14"
rollup-plugin-cheap-ts,2,Conduitry/rollup-plugin-cheap-ts#semver:^1
rollup-plugin-cleanup,2,^3.2.1
rollup-plugin-esbuild,2,"catalog:,^6.1.1"
rollup-plugin-license,2,"catalog:,^2.0.0"
rollup-plugin-polyfill-node,2,"^0.10.2,^0.12.0"
rollup-plugin-preserve-shebangs,2,^0.2.0
rollup-plugin-string,2,"^3.0.0,^2.0.0"
rollup-plugin-virtual,2,^1.0.1
rollup-watch,2,"^4.3.1,^3.2.2"
rxjs,2,"^7.4.0,^7.2.0"
s-js,2,"^0.4.9,0.4.9"
sanitize-html,2,"^2.17.0,^2.13.0"
sapper,2,"^0.27.0,^0.22.1"
sauce-connect-launcher,2,"0.13.0,0.14.0"
schema-utils,2,"^3.2.0,^4.2.0"
seedrandom,2,2.4.2
selenium-standalone,2,"4.7.0,4.8.0"
simple-icons,2,"^15.6.0,^13.15.0"
smol-toml,2,"^1.5.2,^1.6.0"
snowpack,2,"^2.11.0,1.5.1"
socket.io-client,2,"^3.1.3,^2.5.0"
socksv5,2,0.0.6
source-map-js,2,"^1.2.1,^1.0.2"
spark-md5,2,"1.0.0,2.0.0"
spassr,2,"^1.1.1,^2.6.0"
ssf,2,^0.11.2
ssim.js,2,^3.5.0
st,2,"^0.4.1,^2.0.0"
storybook-addon-pseudo-states,2,"^10.0.7,^2.1.2"
striptags,2,^3.2.0
stylelint-config-standard,2,"^20.0.0,^37.0.0"
stylus,2,"~0.54.5,^0.62.0"
super-sitemap,2,^0.15.1
sveld,2,"^0.25.4,^0.20.0"
svelte-action-balancer,2,^1.0.4
svelte-apollo-client,2,"^0.1.4,^0.0.8"
svelte-awesome-color-picker,2,"^3.1.4,^4.1.0"
svelte-chartjs,2,"^3.1.2,^3.1.5"
svelte-cloudinary,2,"^1.1.2,^1.2.1"
svelte-dnd-action,2,"^0.9.55,^0.9.68"
svelte-intersection-observer,2,"^0.10.0,^0.9.1"
svelte-loading-spinners,2,^0.3.4
svelte-local-storage-store,2,"^0.2.6,^0.3.1"
svelte-maplibre,2,"^0.9.9,^0.9.14"
svelte-select,2,"^5.8.3,^5.6.0"
svelte-sitemap,2,"^2.5.4,^2.7.0"
svelte-stripe,2,"^1.4.0,^1.2.0"
svelte-table,2,"^0.6.1,^0.5.10"
svelte-time,2,"^0.7.1,^0.9.0"
sveltekit-embed,2,"^0.0.22,^0.0.14"
sveltekit-rate-limiter,2,^0.7.0
sveltekit-search-params,2,"^1.0.15,^1.0.14"
tap-colorize,2,1.2.0
tape-run,2,4.0.0
tar,2,"6.1.0,^6.2.1"
theme-change,2,"^2.5.0,^2.0.2"
throw-max-listeners-error,2,1.0.1
tin,2,0.5.0
tree-kill,2,^1.2.2
ts-json-schema-generator,2,^2.4.0
tsconfck,2,"^3.0.1,workspace:^"
tw-elements,2,"^1.0.0-beta2,1.0.0-beta1"
typedoc-plugin-markdown,2,"^4.6.3,^4.9.0"
typescript-eslint-parser-for-extra-files,2,^0.9.0
typescript-json-schema,2,^0.65.1
typescript50,2,npm:typescript@5.0
typescript51,2,npm:typescript@5.1
typescript52,2,npm:typescript@5.2
typescript53,2,npm:typescript@5.3
update-ts-references,2,^3.6.0
validator,2,"^13.6.0,latest"
vfile,2,^6.0.1
vfile-reporter,2,"^8.1.0,^8.0.0"
vite-node,2,"^3.0.9,^0.28.4"
vite-plugin-html,2,^3.2.0
vite-plugin-monkey,2,"^5.0.5,^2.10.0"
vite-plugin-virtual,2,"^0.4.0,^0.3.0"
vite-plugin-wasm,2,"^3.5.0,^3.3.0"
vue-loader,2,"^15.0.0 <= 15.9.8,^16.8.3"
vue-tsc,2,"^3.1.2,^0.38.8"
vuvuzela,2,"1.0.1,1.0.2"
watch,2,"^1.0.2,latest"
watch-glob,2,0.1.3
web-vitals,2,^1.0.1
webpack-bundle-analyzer,2,"^4.0.0,^4.10.2"
webpack-dev-middleware,2,"^1.2.0,^1.4.0"
webpack-hot-middleware,2,"^2.2.0,^2.6.0"
webpack-manifest-plugin,2,"2.0.4,2.2.0"
webpack-merge,2,"^6.0.1,^5.0.0"
webpack-modules,2,^1.0.0
workbox-build,2,"4.3.1,^7.0.0"
workbox-webpack-plugin,2,"3.6.3,5.1.4"
xml-name-validator,2,"^3.0.0,^4.0.0"
yeoman-generator,2,^0.19.2
yosay,2,^1.0.4
zod-form-data,2,^2.0.2
zod-to-json-schema,2,"^3.24.6,^3.24.1"
zora,2,2.0.1
zuul,2,"^1.16.5,~1.6.0"
$repo-utils,1,link:./scripts/repo-utils
98.css,1,^0.1.16
@100mslive/hms-video,1,^0.1.36
@100mslive/hms-video-store,1,^0.2.82
@11ty/eleventy,1,^3.1.2
@actions/buildjet-cache,1,npm:github-actions.cache-buildjet@0.2.0
@actions/cache,1,^5.0.1
@actions/glob,1,^0.5.0
@actions/warpbuild-cache,1,npm:github-actions.warp-cache@1.4.7
@ai-sdk/deepseek,1,^1.0.5
@ai-sdk/google,1,^2.0.11
@ai-sdk/google-vertex,1,3.0.81
@ai-sdk/mistral,1,^2.0.19
@ai-sdk/openai-compatible,1,^1.0.28
@ai-sdk/provider,1,^2.0.0
